Datum,Bundesland,Behandlungsgruppe,Anzahl_Meldebereiche,"Aktuelle_COVID_Faelle_ITS",Belegte_Intensivbetten,Freie_Intensivbetten,7_Tage_Notfallreserve,"Freie_IV_Kapazitaeten_Gesamt","Freie_IV_Kapazitaeten_Davon_COVID","Betriebssituation_Regulaerer_Betrieb","Betriebssituation_Teilweise_Eingeschraenkt","Betriebssituation_Eingeschraenkt","Betriebssituation_Keine_Angabe","faelle_covid_erstaufnahmen","Freie_IV_Kapazitaeten_Davon_Isolationspflichtige_Kinder","einschraenkung_beatmungsgeraet",einschraenkung_material,einschraenkung_personal,einschraenkung_raum
"2020-12-08T12:15:00+01:00",DEUTSCHLAND,KINDER,349,17,1778,930,441,843,2,216,51,30,52,NA,NA,6,1,71,28
"2020-12-09T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4259,20679,3895,11133,3875,NA,538,295,356,153,NA,NA,29,12,531,215
"2020-12-09T12:15:00+01:00",DEUTSCHLAND,KINDER,351,19,1797,934,436,856,2,224,47,30,50,NA,NA,6,1,67,26
"2020-12-10T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1341,4319,20728,3798,11121,3814,NA,531,282,376,152,NA,NA,27,13,550,218
"2020-12-10T12:15:00+01:00",DEUTSCHLAND,KINDER,351,20,1806,927,442,843,3,224,49,30,48,NA,NA,5,1,69,28
"2020-12-11T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1341,4414,20662,3725,11038,3765,0,517,276,398,150,NA,NA,28,11,565,209
"2020-12-11T12:15:00+01:00",DEUTSCHLAND,KINDER,351,18,1827,891,444,840,4,215,56,32,48,NA,NA,4,1,74,29
"2020-12-12T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4475,20336,3948,11072,3858,0,518,276,393,155,NA,NA,28,12,577,196
"2020-12-12T12:15:00+01:00",DEUTSCHLAND,KINDER,351,16,1808,918,448,840,3,208,57,35,51,NA,NA,4,1,74,32
"2020-12-13T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4541,19988,4241,11095,3976,0,519,285,385,153,NA,NA,28,12,574,197
"2020-12-13T12:15:00+01:00",DEUTSCHLAND,KINDER,351,12,1792,932,450,836,4,208,54,36,53,NA,NA,5,1,73,32
"2020-12-14T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4661,20240,4108,11071,3816,2,519,296,379,148,NA,NA,39,12,563,215
"2020-12-14T12:15:00+01:00",DEUTSCHLAND,KINDER,350,14,1778,939,446,848,4,212,52,33,53,NA,NA,5,1,68,29
"2020-12-15T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4722,20659,3731,10992,3660,2,511,296,390,145,NA,NA,35,10,584,208
"2020-12-15T12:15:00+01:00",DEUTSCHLAND,KINDER,350,13,1799,921,446,846,4,210,52,35,53,NA,NA,6,1,75,30
"2020-12-16T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4820,20723,3589,10811,3492,1,487,297,414,144,NA,NA,36,9,604,221
"2020-12-16T12:15:00+01:00",DEUTSCHLAND,KINDER,350,14,1799,926,449,850,4,208,55,35,52,NA,NA,7,2,77,30
"2020-12-17T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4839,20655,3685,10777,3525,1,484,291,426,141,NA,NA,34,10,610,230
"2020-12-17T12:15:00+01:00",DEUTSCHLAND,KINDER,350,16,1792,933,446,842,4,213,52,35,50,NA,NA,6,2,72,31
"2020-12-18T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1343,4889,20661,3636,10715,3531,1257,452,297,448,146,NA,NA,33,9,641,246
"2020-12-18T12:15:00+01:00",DEUTSCHLAND,KINDER,349,15,1764,947,445,855,129,210,44,43,52,NA,NA,6,1,73,31
"2020-12-19T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1341,4930,20244,3830,10696,3523,1419,440,304,456,141,NA,NA,36,9,656,245
"2020-12-19T12:15:00+01:00",DEUTSCHLAND,KINDER,350,11,1822,923,458,834,204,208,52,40,50,NA,NA,6,0,74,31
"2020-12-20T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,5018,19856,4096,10721,3636,1450,440,308,448,144,NA,NA,33,10,660,248
"2020-12-20T12:15:00+01:00",DEUTSCHLAND,KINDER,350,11,1802,948,458,867,219,207,50,39,54,NA,NA,5,0,75,28
"2020-12-21T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1341,5157,20156,3912,10671,3554,1537,446,297,453,145,NA,NA,38,11,653,244
"2020-12-21T12:15:00+01:00",DEUTSCHLAND,KINDER,350,11,1817,935,456,838,234,208,52,38,52,NA,NA,5,0,74,27
"2020-12-22T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,5202,20242,3812,10643,3417,1609,432,312,456,138,NA,NA,34,11,661,248
"2020-12-22T12:15:00+01:00",DEUTSCHLAND,KINDER,350,15,1797,947,454,847,249,204,50,41,55,NA,NA,5,0,75,32
"2020-12-23T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5226,20091,3889,10622,3537,1654,434,309,457,137,NA,NA,36,10,661,244
"2020-12-23T12:15:00+01:00",DEUTSCHLAND,KINDER,352,15,1831,924,446,820,250,208,49,41,54,NA,NA,6,0,76,34
"2020-12-24T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5330,19745,4060,10572,3635,1655,423,306,459,149,NA,NA,38,11,657,241
"2020-12-24T12:15:00+01:00",DEUTSCHLAND,KINDER,350,16,1798,945,443,831,246,202,52,44,52,NA,NA,10,0,82,36
"2020-12-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5364,19454,4285,10599,3667,1640,434,310,449,144,NA,NA,38,12,650,243
"2020-12-25T12:15:00+01:00",DEUTSCHLAND,KINDER,350,17,1743,1012,444,857,269,206,55,42,47,NA,NA,10,0,82,35
"2020-12-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5520,19521,4234,10590,3579,1553,438,291,458,150,NA,NA,36,10,636,242
"2020-12-26T12:15:00+01:00",DEUTSCHLAND,KINDER,350,16,1747,1016,447,883,282,210,56,39,45,NA,NA,9,0,80,34
"2020-12-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5546,19607,4151,10586,3522,1538,432,297,462,146,NA,NA,39,11,653,242
"2020-12-27T12:15:00+01:00",DEUTSCHLAND,KINDER,350,16,1777,979,447,880,286,208,53,39,50,NA,NA,9,0,82,31
"2020-12-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,5582,19863,4029,10552,3460,1533,426,316,452,144,NA,NA,38,12,658,251
"2020-12-28T12:15:00+01:00",DEUTSCHLAND,KINDER,350,18,1787,989,447,879,296,203,53,42,52,NA,NA,10,0,86,31
"2020-12-29T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5637,20219,3745,10518,3252,1475,417,308,473,141,NA,NA,41,11,673,261
"2020-12-29T12:15:00+01:00",DEUTSCHLAND,KINDER,351,12,1803,977,437,848,303,204,55,42,50,NA,NA,10,0,85,32
"2020-12-30T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5630,20147,3759,10490,3175,1436,415,310,472,142,NA,NA,41,11,670,261
"2020-12-30T12:15:00+01:00",DEUTSCHLAND,KINDER,351,17,1827,946,437,838,296,201,56,41,53,NA,NA,9,0,87,34
"2020-12-31T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5622,20010,3791,10471,3233,1441,400,311,483,145,NA,NA,46,14,680,275
"2020-12-31T12:15:00+01:00",DEUTSCHLAND,KINDER,351,16,1817,946,434,824,296,203,54,40,54,NA,NA,10,0,83,29
"2021-01-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5583,19835,3873,10487,3295,1459,401,306,486,146,NA,NA,47,15,686,266
"2021-01-01T12:15:00+01:00",DEUTSCHLAND,KINDER,351,21,1805,955,433,836,289,200,56,40,55,NA,NA,10,0,85,30
"2021-01-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,5703,19938,3818,10458,3241,1420,397,315,482,146,NA,NA,46,15,691,274
"2021-01-02T12:15:00+01:00",DEUTSCHLAND,KINDER,351,21,1836,933,443,822,282,198,60,43,50,NA,NA,13,0,90,34
"2021-01-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,5745,20057,3723,10440,3130,1379,387,306,506,141,NA,NA,42,15,710,278
"2021-01-03T12:15:00+01:00",DEUTSCHLAND,KINDER,351,16,1834,928,446,823,283,197,58,45,51,NA,NA,11,0,90,35
"2021-01-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,5723,20182,3756,10374,3189,1425,402,295,503,138,NA,NA,45,14,690,275
"2021-01-04T12:15:00+01:00",DEUTSCHLAND,KINDER,351,21,1816,933,444,837,287,201,56,46,48,NA,NA,10,0,88,34
"2021-01-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5650,20517,3584,10337,3081,1439,405,303,492,139,NA,NA,51,14,681,272
"2021-01-05T12:15:00+01:00",DEUTSCHLAND,KINDER,352,21,1847,918,443,821,278,203,58,43,48,NA,NA,9,0,90,38
"2021-01-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5552,20640,3507,10310,3030,1449,405,305,490,139,NA,NA,47,13,683,281
"2021-01-06T12:15:00+01:00",DEUTSCHLAND,KINDER,352,20,1838,936,441,815,285,207,51,46,48,NA,NA,9,0,88,36
"2021-01-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,5474,20613,3548,10327,3071,1500,405,325,465,143,NA,NA,41,14,678,283
"2021-01-07T12:15:00+01:00",DEUTSCHLAND,KINDER,352,18,1847,920,445,815,280,210,53,43,46,NA,NA,10,0,88,38
"2021-01-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5467,20701,3449,10315,3030,1415,406,302,489,140,NA,NA,45,13,686,282
"2021-01-08T12:15:00+01:00",DEUTSCHLAND,KINDER,353,19,1866,903,442,808,266,208,55,44,46,NA,NA,8,0,91,43
"2021-01-09T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5398,20441,3603,10332,3090,1458,393,309,497,138,NA,NA,46,12,691,291
"2021-01-09T12:15:00+01:00",DEUTSCHLAND,KINDER,353,16,1831,932,451,829,274,210,52,46,45,NA,NA,8,0,88,42
"2021-01-10T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1336,5300,19948,3997,10382,3304,1548,392,325,480,139,NA,NA,50,12,688,283
"2021-01-10T12:15:00+01:00",DEUTSCHLAND,KINDER,353,20,1840,920,456,803,261,208,49,51,45,NA,NA,13,0,90,42
"2021-01-11T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,5267,20148,3877,10331,3306,1586,416,314,467,138,NA,NA,48,12,658,268
"2021-01-11T12:15:00+01:00",DEUTSCHLAND,KINDER,353,21,1867,901,449,804,258,204,49,51,49,NA,NA,13,0,89,45
"2021-01-12T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,5209,20578,3630,10291,3211,1604,440,288,461,146,NA,NA,50,12,638,253
"2021-01-12T12:15:00+01:00",DEUTSCHLAND,KINDER,353,21,1858,921,443,839,267,205,46,53,49,NA,NA,12,0,89,43
"2021-01-13T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,5164,20688,3527,10257,3086,1539,419,296,476,143,NA,NA,52,12,646,264
"2021-01-13T12:15:00+01:00",DEUTSCHLAND,KINDER,351,21,1883,872,443,790,258,200,45,57,49,NA,NA,14,0,91,44
"2021-01-14T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,5104,20726,3459,10275,3071,1519,428,284,475,146,NA,NA,52,11,641,260
"2021-01-14T12:15:00+01:00",DEUTSCHLAND,KINDER,354,22,1897,897,450,797,267,206,43,55,50,NA,NA,12,0,87,46
"2021-01-15T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,5050,20703,3472,10252,3077,1558,417,287,483,145,NA,NA,47,10,651,271
"2021-01-15T12:15:00+01:00",DEUTSCHLAND,KINDER,354,24,1874,899,444,830,269,197,49,55,53,NA,NA,12,0,93,45
"2021-01-16T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4992,20494,3593,10329,3162,1616,412,288,489,145,NA,NA,46,11,657,279
"2021-01-16T12:15:00+01:00",DEUTSCHLAND,KINDER,354,23,1856,918,445,828,270,200,49,53,52,NA,NA,16,0,94,43
"2021-01-17T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4950,20033,4008,10322,3392,1719,423,283,475,153,NA,NA,38,11,646,263
"2021-01-17T12:15:00+01:00",DEUTSCHLAND,KINDER,354,22,1857,924,449,824,264,199,50,55,50,NA,NA,13,0,94,47
"2021-01-18T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4984,20242,3918,10284,3341,1617,423,300,461,150,NA,NA,37,11,635,257
"2021-01-18T12:15:00+01:00",DEUTSCHLAND,KINDER,355,21,1874,925,449,837,267,198,53,50,54,NA,NA,11,0,94,48
"2021-01-19T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4930,20688,3524,10231,3136,1546,426,304,464,140,NA,NA,40,12,641,260
"2021-01-19T12:15:00+01:00",DEUTSCHLAND,KINDER,353,17,1922,884,445,807,261,201,47,56,49,NA,NA,11,0,93,51
"2021-01-20T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4816,20836,3425,10216,3067,1568,428,297,463,146,NA,NA,37,10,628,258
"2021-01-20T12:15:00+01:00",DEUTSCHLAND,KINDER,353,19,1915,887,445,799,253,204,46,56,47,NA,NA,8,0,91,51
"2021-01-21T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4767,20899,3359,10233,3071,1550,424,299,461,150,NA,NA,33,10,630,260
"2021-01-21T12:15:00+01:00",DEUTSCHLAND,KINDER,353,20,1948,859,443,789,256,203,46,53,51,NA,NA,8,0,88,48
"2021-01-22T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4749,20943,3290,10245,2971,1506,429,285,466,154,NA,NA,33,11,629,267
"2021-01-22T12:15:00+01:00",DEUTSCHLAND,KINDER,353,20,1961,842,447,772,251,198,50,58,47,NA,NA,8,0,92,54
"2021-01-23T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4639,20547,3526,10313,3065,1493,432,291,455,156,NA,NA,37,9,624,265
"2021-01-23T12:15:00+01:00",DEUTSCHLAND,KINDER,353,18,1957,853,438,775,253,197,54,53,49,NA,NA,8,0,92,49
"2021-01-24T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4607,20158,3857,10352,3260,1597,450,273,458,153,NA,NA,38,8,620,248
"2021-01-24T12:15:00+01:00",DEUTSCHLAND,KINDER,353,17,1904,893,444,798,263,196,58,48,51,NA,NA,8,0,91,47
"2021-01-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4604,20246,3884,10352,3296,1592,462,278,446,148,NA,NA,36,8,608,249
"2021-01-25T12:15:00+01:00",DEUTSCHLAND,KINDER,353,16,1893,901,447,808,266,197,56,49,51,NA,NA,7,0,89,49
"2021-01-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4559,20673,3536,10323,3173,1539,453,294,440,147,NA,NA,30,9,619,257
"2021-01-26T12:15:00+01:00",DEUTSCHLAND,KINDER,354,12,1898,879,448,808,264,195,54,47,58,NA,NA,7,0,84,47
"2021-01-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1331,4487,20858,3316,10313,3051,1474,442,287,452,150,NA,NA,28,9,612,268
"2021-01-27T12:15:00+01:00",DEUTSCHLAND,KINDER,355,14,1912,883,450,816,271,198,56,45,56,NA,NA,7,0,85,46
"2021-01-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,4428,20710,3450,10337,3129,1539,444,292,451,146,NA,NA,28,9,613,266
"2021-01-28T12:15:00+01:00",DEUTSCHLAND,KINDER,355,10,1906,890,452,817,264,195,55,49,56,NA,NA,9,1,84,46
"2021-01-29T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,4367,20726,3424,10334,3084,1507,443,298,446,146,NA,NA,25,9,619,270
"2021-01-29T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1920,883,449,816,258,198,54,48,55,NA,NA,10,1,87,45
"2021-01-30T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,4342,20403,3635,10399,3132,1515,432,289,458,154,NA,NA,25,8,620,266
"2021-01-30T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1945,861,451,791,234,196,54,49,56,NA,NA,9,1,85,48
"2021-01-31T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,4337,20055,3937,10412,3273,1559,430,285,459,159,NA,NA,29,8,616,259
"2021-01-31T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1935,868,448,812,241,193,54,49,59,NA,NA,9,1,86,48
"2021-02-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4313,20275,3826,10402,3254,1555,440,294,444,156,NA,NA,29,8,609,264
"2021-02-01T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1925,880,446,810,237,202,52,49,52,NA,NA,9,1,84,47
"2021-02-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4252,20624,3578,10377,3127,1529,450,288,443,153,NA,NA,28,9,601,257
"2021-02-02T12:15:00+01:00",DEUTSCHLAND,KINDER,355,11,1925,882,447,844,244,208,50,47,50,NA,NA,10,1,79,45
"2021-02-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4207,20898,3382,10341,3012,1497,441,292,451,150,NA,NA,31,9,597,267
"2021-02-03T12:15:00+01:00",DEUTSCHLAND,KINDER,355,15,1944,871,444,841,248,209,52,46,48,NA,NA,10,1,80,46
"2021-02-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4170,20813,3437,10328,3085,1509,441,299,450,144,NA,NA,32,10,609,269
"2021-02-04T12:15:00+01:00",DEUTSCHLAND,KINDER,355,8,1926,898,441,853,249,208,56,42,49,NA,NA,9,1,85,40
"2021-02-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4066,20746,3453,10335,3188,1537,443,304,440,147,NA,NA,30,10,605,270
"2021-02-05T12:15:00+01:00",DEUTSCHLAND,KINDER,355,6,1927,887,437,841,261,208,51,43,53,NA,NA,10,1,82,39
"2021-02-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,3958,20369,3696,10367,3281,1556,434,308,440,152,NA,NA,26,10,620,264
"2021-02-06T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1903,914,441,837,255,206,51,47,51,NA,NA,10,1,87,40
"2021-02-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,3926,19868,4126,10398,3544,1642,458,293,429,154,NA,NA,24,10,599,252
"2021-02-07T12:15:00+01:00",DEUTSCHLAND,KINDER,355,6,1873,936,436,835,254,207,50,45,53,NA,NA,10,1,83,36
"2021-02-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3951,20117,3935,10380,3372,1561,463,286,432,152,NA,NA,24,10,593,253
"2021-02-08T12:15:00+01:00",DEUTSCHLAND,KINDER,355,5,1855,958,439,855,266,207,54,43,51,NA,NA,11,1,83,37
"2021-02-09T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3840,20484,3682,10363,3282,1583,465,294,426,148,NA,NA,30,10,585,255
"2021-02-09T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1888,927,439,838,259,203,54,43,55,NA,NA,9,1,82,36
"2021-02-10T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,3732,20565,3620,10335,3242,1572,469,291,424,150,NA,NA,28,9,574,262
"2021-02-10T12:15:00+01:00",DEUTSCHLAND,KINDER,355,6,1903,903,441,821,254,205,53,42,55,NA,NA,9,1,82,36
"2021-02-11T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,3668,20496,3669,10351,3259,1582,461,299,425,150,NA,NA,29,9,576,261
"2021-02-11T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1906,904,441,815,242,202,53,44,56,NA,NA,10,1,83,38
"2021-02-12T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,3546,20422,3739,10320,3319,1620,466,292,428,149,NA,NA,28,9,577,256
"2021-02-12T12:15:00+01:00",DEUTSCHLAND,KINDER,356,5,1935,881,438,815,250,209,48,46,53,NA,NA,11,1,80,34
"2021-02-13T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,3479,20144,3838,10354,3364,1625,463,286,432,154,NA,NA,28,9,586,263
"2021-02-13T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1926,903,441,820,245,208,49,45,54,NA,NA,13,1,81,35
"2021-02-14T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3417,19689,4175,10389,3519,1706,474,276,429,154,NA,NA,26,9,580,255
"2021-02-14T12:15:00+01:00",DEUTSCHLAND,KINDER,356,7,1893,915,438,846,253,208,49,49,50,NA,NA,13,1,87,37
"2021-02-15T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3426,19921,4056,10360,3507,1701,496,260,426,151,NA,NA,28,9,557,243
"2021-02-15T12:15:00+01:00",DEUTSCHLAND,KINDER,356,10,1876,929,438,844,259,202,53,49,52,NA,NA,11,1,89,40
"2021-02-16T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3342,20410,3691,10377,3297,1605,497,266,421,149,NA,NA,27,9,555,248
"2021-02-16T12:15:00+01:00",DEUTSCHLAND,KINDER,356,12,1879,923,442,842,251,204,53,46,53,NA,NA,11,1,87,37
"2021-02-17T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3239,20464,3635,10344,3235,1610,488,270,425,149,NA,NA,24,9,564,261
"2021-02-17T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1886,907,441,841,252,204,53,47,51,NA,NA,13,1,86,45
"2021-02-18T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3169,20429,3673,10346,3268,1581,500,257,426,149,NA,NA,23,9,553,250
"2021-02-18T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1899,904,442,824,258,204,53,47,51,NA,NA,13,1,84,45
"2021-02-19T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3114,20412,3602,10380,3232,1568,501,259,423,149,NA,NA,24,8,541,257
"2021-02-19T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1905,895,444,808,258,206,47,50,52,NA,NA,12,1,84,39
"2021-02-20T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3068,20169,3719,10386,3271,1555,505,257,417,153,NA,NA,23,7,544,239
"2021-02-20T12:15:00+01:00",DEUTSCHLAND,KINDER,355,13,1867,934,444,827,263,211,45,49,50,NA,NA,12,1,81,39
"2021-02-21T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3049,19746,4053,10391,3472,1630,510,253,410,159,NA,NA,25,7,541,232
"2021-02-21T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1876,928,443,834,261,210,46,49,50,NA,NA,12,1,82,39
"2021-02-22T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3053,19963,4013,10395,3464,1627,523,269,388,152,NA,NA,23,7,533,229
"2021-02-22T12:15:00+01:00",DEUTSCHLAND,KINDER,355,5,1868,932,445,830,258,211,45,50,49,NA,NA,11,1,84,42
"2021-02-23T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3030,20408,3679,10384,3306,1557,523,274,386,150,NA,NA,23,8,535,234
"2021-02-23T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1897,894,443,818,259,209,45,53,48,NA,NA,11,1,84,46
"2021-02-24T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2950,20553,3546,10380,3252,1544,517,279,391,146,NA,NA,21,8,531,243
"2021-02-24T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1933,878,451,794,255,210,40,57,49,NA,NA,10,1,86,43
"2021-02-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,2891,20546,3567,10377,3252,1553,523,284,381,146,NA,NA,25,8,530,234
"2021-02-25T12:15:00+01:00",DEUTSCHLAND,KINDER,356,8,1887,931,448,823,261,212,41,56,47,NA,NA,10,1,86,43
"2021-02-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,2841,20435,3621,10370,3244,1572,525,280,379,150,NA,NA,24,8,523,245
"2021-02-26T12:15:00+01:00",DEUTSCHLAND,KINDER,356,7,1891,924,446,817,264,210,42,56,48,NA,NA,10,1,83,46
"2021-02-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,2820,20059,3839,10382,3322,1547,515,283,382,152,NA,NA,27,8,542,231
"2021-02-27T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1856,957,447,820,270,207,42,57,50,NA,NA,11,1,81,46
"2021-02-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,2834,19606,4207,10469,3583,1616,538,257,383,154,NA,NA,25,7,523,218
"2021-02-28T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1845,960,449,842,268,210,41,55,50,NA,NA,9,1,79,43
"2021-03-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2862,19831,4155,10453,3574,1659,545,253,388,147,NA,NA,23,7,512,220
"2021-03-01T12:15:00+01:00",DEUTSCHLAND,KINDER,356,7,1882,935,440,843,266,211,41,55,49,NA,NA,9,1,79,45
"2021-03-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,2849,20435,3699,10418,3363,1524,531,258,393,153,NA,NA,21,6,514,244
"2021-03-02T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1882,930,444,852,265,207,43,56,50,NA,NA,9,1,83,46
"2021-03-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2816,20418,3732,10414,3388,1524,543,252,390,148,NA,NA,21,6,511,240
"2021-03-03T12:15:00+01:00",DEUTSCHLAND,KINDER,356,7,1885,928,442,843,262,207,44,55,50,NA,NA,9,1,81,44
"2021-03-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2805,20397,3722,10440,3345,1491,537,260,387,149,NA,NA,24,6,516,239
"2021-03-04T12:15:00+01:00",DEUTSCHLAND,KINDER,356,9,1897,909,444,813,259,208,40,56,52,NA,NA,7,1,82,42
"2021-03-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,2756,20404,3678,10448,3296,1482,534,257,393,148,NA,NA,23,6,516,249
"2021-03-05T12:15:00+01:00",DEUTSCHLAND,KINDER,356,9,1908,901,446,810,250,210,35,62,49,NA,NA,7,1,79,44
"2021-03-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1331,2746,20021,3948,10495,3439,1566,530,264,379,158,NA,NA,24,6,511,243
"2021-03-06T12:15:00+01:00",DEUTSCHLAND,KINDER,356,9,1900,921,441,819,253,207,37,62,50,NA,NA,7,1,83,41
"2021-03-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,2779,19626,4276,10522,3598,1583,541,254,381,156,NA,NA,25,7,512,229
"2021-03-07T12:15:00+01:00",DEUTSCHLAND,KINDER,356,8,1860,956,445,825,257,212,35,60,49,NA,NA,6,1,79,40
"2021-03-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1331,2857,19853,4180,10442,3549,1522,545,264,369,153,NA,NA,23,7,499,228
